|  time  | address  | load |  in   |  out  |
| 566+   |    12540 |    1 | 31293 |     0 |
| 567    |    12540 |    1 | 31293 | 31293 |
| 567+   |     1044 |    1 |  8646 |     0 |
| 568    |     1044 |    1 |  8646 |  8646 |
| 568+   |     3369 |    1 | 21211 |     0 |
| 569    |     3369 |    1 | 21211 | 21211 |
| 569+   |     4195 |    0 | 21211 |     0 |
| 570    |     4195 |    0 | 21211 |     0 |
| 570+   |     4214 |    1 | 26679 |     0 |
| 571    |     4214 |    1 | 26679 | 26679 |
| 571+   |    12840 |    0 | 26679 |     0 |
| 572    |    12840 |    0 | 26679 |     0 |
| 572+   |     5049 |    0 | 26679 |     0 |
| 573    |     5049 |    0 | 26679 |     0 |
| 573+   |    15583 |    1 | 25176 |     0 |
| 574    |    15583 |    1 | 25176 | 25176 |
| 574+   |    13551 |    1 |  4729 |     0 |
| 575    |    13551 |    1 |  4729 |  4729 |
| 575+   |    14791 |    0 |  4729 |     0 |
| 576    |    14791 |    0 |  4729 |     0 |
| 576+   |     4178 |    1 | 20139 |     0 |
| 577    |     4178 |    1 | 20139 | 20139 |
| 577+   |     1932 |    0 | 20139 |     0 |
| 578    |     1932 |    0 | 20139 |     0 |
| 578+   |    10666 |    0 | 20139 |     0 |
| 579    |    10666 |    0 | 20139 |     0 |
| 579+   |     2988 |    0 | 20139 |     0 |
| 580    |     2988 |    0 | 20139 |     0 |
| 580+   |     1525 |    1 | 30083 |     0 |
| 581    |     1525 |    1 | 30083 | 30083 |
| 581+   |     6298 |    1 |  3744 |     0 |
| 582    |     6298 |    1 |  3744 |  3744 |
| 582+   |     9341 |    1 | 10751 |     0 |
| 583    |     9341 |    1 | 10751 | 10751 |
| 583+   |     8568 |    1 |  6628 |     0 |
| 584    |     8568 |    1 |  6628 |  6628 |
| 584+   |     7812 |    0 |  6628 |     0 |
| 585    |     7812 |    0 |  6628 |     0 |
| 585+   |     9605 |    0 |  6628 |     0 |
| 586    |     9605 |    0 |  6628 |     0 |
| 586+   |    13850 |    0 |  6628 |     0 |
| 587    |    13850 |    0 |  6628 |     0 |
| 587+   |    12105 |    0 |  6628 |     0 |
| 588    |    12105 |    0 |  6628 |     0 |
| 588+   |     8035 |    1 |  1351 |     0 |
| 589    |     8035 |    1 |  1351 |  1351 |
| 589+   |     7657 |    0 |  1351 |     0 |
| 590    |     7657 |    0 |  1351 |     0 |
| 590+   |     6944 |    0 |  1351 |     0 |
| 591    |     6944 |    0 |  1351 |     0 |
| 591+   |    13669 |    1 | 23558 |     0 |
| 592    |    13669 |    1 | 23558 | 23558 |
| 592+   |     2938 |    1 | 31492 |     0 |
| 593    |     2938 |    1 | 31492 | 31492 |
| 593+   |    11634 |    0 | 31492 |     0 |
| 594    |    11634 |    0 | 31492 |     0 |
| 594+   |     2461 |    1 | 16700 |     0 |
| 595    |     2461 |    1 | 16700 | 16700 |
| 595+   |    10559 |    0 | 16700 |     0 |
| 596    |    10559 |    0 | 16700 |     0 |
| 596+   |     1835 |    1 |  1566 |     0 |
| 597    |     1835 |    1 |  1566 |  1566 |
| 597+   |    13834 |    1 |  7549 |     0 |
| 598    |    13834 |    1 |  7549 |  7549 |
| 598+   |     7238 |    0 |  7549 |     0 |
| 599    |     7238 |    0 |  7549 |     0 |
| 599+   |    14955 |    0 |  7549 |     0 |
| 600    |    14955 |    0 |  7549 |     0 |
| 600+   |      787 |    0 |  7549 |     0 |
| 601    |      787 |    0 |  7549 |     0 |
| 601+   |     8078 |    1 | 19150 |     0 |
| 602    |     8078 |    1 | 19150 | 19150 |
| 602+   |     3210 |    0 | 19150 |     0 |
| 603    |     3210 |    0 | 19150 |     0 |
| 603+   |     1071 |    0 | 19150 |     0 |
| 604    |     1071 |    0 | 19150 |     0 |
| 604+   |    13415 |    1 | 18499 |     0 |
| 605    |    13415 |    1 | 18499 | 18499 |
| 605+   |     5978 |    1 |  7081 |     0 |
| 606    |     5978 |    1 |  7081 |  7081 |
| 606+   |    15592 |    0 |  7081 |     0 |
| 607    |    15592 |    0 |  7081 |     0 |
| 607+   |     1321 |    1 | 32116 |     0 |
| 608    |     1321 |    1 | 32116 | 32116 |
| 608+   |     9226 |    0 | 32116 |     0 |
| 609    |     9226 |    0 | 32116 |     0 |
| 609+   |    11850 |    0 | 32116 |     0 |
| 610    |    11850 |    0 | 32116 |     0 |
| 610+   |    11988 |    0 | 32116 |     0 |
| 611    |    11988 |    0 | 32116 |     0 |
| 611+   |    16362 |    0 | 32116 |     0 |
| 612    |    16362 |    0 | 32116 |     0 |
| 612+   |    10798 |    1 |  5205 |     0 |
| 613    |    10798 |    1 |  5205 |  5205 |
| 613+   |    12095 |    1 | 26220 |     0 |
| 614    |    12095 |    1 | 26220 | 26220 |
| 614+   |     3375 |    0 | 26220 |     0 |
| 615    |     3375 |    0 | 26220 |     0 |
| 615+   |     7885 |    1 |  5549 |     0 |
| 616    |     7885 |    1 |  5549 |  5549 |
| 616+   |     5763 |    0 |  5549 |     0 |
| 617    |     5763 |    0 |  5549 |     0 |
| 617+   |     9539 |    1 | 25977 |     0 |
| 618    |     9539 |    1 | 25977 | 25977 |
| 618+   |    13141 |    1 | 31354 |     0 |
| 619    |    13141 |    1 | 31354 | 31354 |
| 619+   |    13354 |    0 | 31354 |     0 |
| 620    |    13354 |    0 | 31354 |     0 |
| 620+   |     2371 |    1 | 11591 |     0 |
| 621    |     2371 |    1 | 11591 | 11591 |
| 621+   |     4358 |    1 | 19087 |     0 |
| 622    |     4358 |    1 | 19087 | 19087 |
| 622+   |     7580 |    1 | 22760 |     0 |
| 623    |     7580 |    1 | 22760 | 22760 |
| 623+   |    13077 |    0 | 22760 |     0 |
| 624    |    13077 |    0 | 22760 |     0 |
| 624+   |    14253 |    1 | 15980 |     0 |
| 625    |    14253 |    1 | 15980 | 15980 |
| 625+   |     5451 |    0 | 15980 |     0 |
| 626    |     5451 |    0 | 15980 |     0 |
| 626+   |     1446 |    1 | 14756 |     0 |
| 627    |     1446 |    1 | 14756 | 14756 |
| 627+   |    12188 |    0 | 14756 |     0 |
| 628    |    12188 |    0 | 14756 |     0 |
| 628+   |    10079 |    1 |  8214 |     0 |
| 629    |    10079 |    1 |  8214 |  8214 |
| 629+   |     6823 |    0 |  8214 |     0 |
| 630    |     6823 |    0 |  8214 |     0 |
| 630+   |     5686 |    1 | 12201 |     0 |
| 631    |     5686 |    1 | 12201 | 12201 |
| 631+   |    10527 |    0 | 12201 |     0 |
| 632    |    10527 |    0 | 12201 |     0 |
| 632+   |    13034 |    0 | 12201 |     0 |
| 633    |    13034 |    0 | 12201 |     0 |
| 633+   |    11472 |    0 | 12201 |     0 |
| 634    |    11472 |    0 | 12201 |     0 |
| 634+   |     1665 |    1 | 10749 |     0 |
| 635    |     1665 |    1 | 10749 | 10749 |
| 635+   |    15295 |    1 |  5203 |     0 |
| 636    |    15295 |    1 |  5203 |  5203 |
| 636+   |     1933 |    1 | 24173 |     0 |
| 637    |     1933 |    1 | 24173 | 24173 |
| 637+   |     1765 |    0 | 24173 |     0 |
| 638    |     1765 |    0 | 24173 |     0 |
| 638+   |     1476 |    1 | 10737 |     0 |
| 639    |     1476 |    1 | 10737 | 10737 |
| 639+   |    14054 |    0 | 10737 |     0 |
| 640    |    14054 |    0 | 10737 |     0 |
| 640+   |     6979 |    1 | 31705 |     0 |
| 641    |     6979 |    1 | 31705 | 31705 |
| 641+   |    16026 |    0 | 31705 |     0 |
| 642    |    16026 |    0 | 31705 |     0 |
| 642+   |     3826 |    1 | 21000 |     0 |
| 643    |     3826 |    1 | 21000 | 21000 |
| 643+   |     6953 |    0 | 21000 |     0 |
| 644    |     6953 |    0 | 21000 |     0 |
| 644+   |      568 |    1 |  5031 |     0 |
| 645    |      568 |    1 |  5031 |  5031 |
| 645+   |     7529 |    0 |  5031 |     0 |
| 646    |     7529 |    0 |  5031 |     0 |
| 646+   |    15941 |    1 | 11869 |     0 |
| 647    |    15941 |    1 | 11869 | 11869 |
| 647+   |    10129 |    1 | 20418 |     0 |
| 648    |    10129 |    1 | 20418 | 20418 |
| 648+   |    12443 |    1 | 18418 |     0 |
| 649    |    12443 |    1 | 18418 | 18418 |
| 649+   |     8383 |    1 | 26783 |     0 |
| 650    |     8383 |    1 | 26783 | 26783 |
| 650+   |     1932 |    0 | 26783 |     0 |
| 651    |     1932 |    0 | 26783 |     0 |
| 651+   |    13427 |    1 | 25917 |     0 |
| 652    |    13427 |    1 | 25917 | 25917 |
| 652+   |     7669 |    1 | 18640 |     0 |
| 653    |     7669 |    1 | 18640 | 18640 |
| 653+   |    10058 |    1 |  8116 |     0 |
| 654    |    10058 |    1 |  8116 |  8116 |
| 654+   |     4359 |    0 |  8116 |     0 |
| 655    |     4359 |    0 |  8116 |     0 |
| 655+   |    15264 |    0 |  8116 |     0 |
| 656    |    15264 |    0 |  8116 |     0 |
| 656+   |    15011 |    1 | 29362 |     0 |
| 657    |    15011 |    1 | 29362 | 29362 |
| 657+   |     5712 |    0 | 29362 |     0 |
| 658    |     5712 |    0 | 29362 |     0 |
| 658+   |    11844 |    1 | 20030 |     0 |
| 659    |    11844 |    1 | 20030 | 20030 |
| 659+   |     8095 |    0 | 20030 |     0 |
| 660    |     8095 |    0 | 20030 |     0 |
| 660+   |      548 |    1 |  6537 |     0 |
| 661    |      548 |    1 |  6537 |  6537 |
| 661+   |     5910 |    0 |  6537 |     0 |
| 662    |     5910 |    0 |  6537 |     0 |
| 662+   |     7326 |    0 |  6537 | 11140 |
| 663    |     7326 |    0 |  6537 | 11140 |
| 663+   |    10378 |    1 |   259 |     0 |
| 664    |    10378 |    1 |   259 |   259 |
| 664+   |    16113 |    1 | 25486 |     0 |
| 665    |    16113 |    1 | 25486 | 25486 |
| 665+   |    15932 |    0 | 25486 |     0 |
| 666    |    15932 |    0 | 25486 |     0 |
| 666+   |     7329 |    1 |  6320 |     0 |
| 667    |     7329 |    1 |  6320 |  6320 |
| 667+   |    12253 |    1 |   163 |     0 |
| 668    |    12253 |    1 |   163 |   163 |
| 668+   |     2255 |    1 | 22591 |     0 |
| 669    |     2255 |    1 | 22591 | 22591 |
| 669+   |     8636 |    1 | 15527 |     0 |
| 670    |     8636 |    1 | 15527 | 15527 |
| 670+   |     8849 |    1 | 21745 |     0 |
| 671    |     8849 |    1 | 21745 | 21745 |
| 671+   |    14625 |    1 |  7941 |     0 |
| 672    |    14625 |    1 |  7941 |  7941 |
| 672+   |     7413 |    1 | 10655 |     0 |
| 673    |     7413 |    1 | 10655 | 10655 |
| 673+   |    16253 |    0 | 10655 |     0 |
| 674    |    16253 |    0 | 10655 |     0 |
| 674+   |     1507 |    1 | 18719 |     0 |
| 675    |     1507 |    1 | 18719 | 18719 |
| 675+   |     8927 |    0 | 18719 |     0 |
| 676    |     8927 |    0 | 18719 |     0 |
| 676+   |    12222 |    1 | 11411 |     0 |
| 677    |    12222 |    1 | 11411 | 11411 |
| 677+   |    11270 |    0 | 11411 |     0 |
| 678    |    11270 |    0 | 11411 |     0 |
| 678+   |    15694 |    0 | 11411 |     0 |
| 679    |    15694 |    0 | 11411 |     0 |
| 679+   |     1169 |    1 |  2059 |     0 |
| 680    |     1169 |    1 |  2059 |  2059 |
| 680+   |    12701 |    1 |  5221 |     0 |
| 681    |    12701 |    1 |  5221 |  5221 |
| 681+   |     7439 |    0 |  5221 |     0 |
| 682    |     7439 |    0 |  5221 |     0 |
| 682+   |    12582 |    1 |  8606 |     0 |
| 683    |    12582 |    1 |  8606 |  8606 |
| 683+   |     8212 |    1 |  9579 |     0 |
| 684    |     8212 |    1 |  9579 |  9579 |
| 684+   |     7413 |    0 |  9579 | 10655 |
| 685    |     7413 |    0 |  9579 | 10655 |
| 685+   |     1438 |    1 |  6993 |     0 |
| 686    |     1438 |    1 |  6993 |  6993 |
| 686+   |    12741 |    0 |  6993 |     0 |
| 687    |    12741 |    0 |  6993 |     0 |
| 687+   |    11496 |    0 |  6993 |     0 |
| 688    |    11496 |    0 |  6993 |     0 |
| 688+   |     5408 |    1 | 10129 |     0 |
| 689    |     5408 |    1 | 10129 | 10129 |
| 689+   |    14248 |    1 | 21885 |     0 |
| 690    |    14248 |    1 | 21885 | 21885 |
| 690+   |    15458 |    0 | 21885 |     0 |
| 691    |    15458 |    0 | 21885 |     0 |
| 691+   |     4833 |    0 | 21885 |     0 |
| 692    |     4833 |    0 | 21885 |     0 |
| 692+   |      900 |    1 | 10455 |     0 |
| 693    |      900 |    1 | 10455 | 10455 |
| 693+   |     8278 |    1 | 20099 |     0 |
| 694    |     8278 |    1 | 20099 | 20099 |
| 694+   |     1267 |    1 | 19889 |     0 |
| 695    |     1267 |    1 | 19889 | 19889 |
| 695+   |     6577 |    1 |  5487 |     0 |
| 696    |     6577 |    1 |  5487 |  5487 |
| 696+   |    16339 |    0 |  5487 |     0 |
| 697    |    16339 |    0 |  5487 |     0 |
| 697+   |     8524 |    1 | 25606 |     0 |
| 698    |     8524 |    1 | 25606 | 25606 |
| 698+   |    12329 |    1 | 23299 |     0 |
| 699    |    12329 |    1 | 23299 | 23299 |
| 699+   |     7910 |    0 | 23299 |     0 |
| 700    |     7910 |    0 | 23299 |     0 |
| 700+   |     7412 |    0 | 23299 |     0 |
| 701    |     7412 |    0 | 23299 |     0 |
| 701+   |     1540 |    1 | 13903 |     0 |
| 702    |     1540 |    1 | 13903 | 13903 |
| 702+   |    11807 |    1 |  1475 |     0 |
| 703    |    11807 |    1 |  1475 |  1475 |
| 703+   |     4924 |    1 | 13541 |     0 |
| 704    |     4924 |    1 | 13541 | 13541 |
| 704+   |     5350 |    0 | 13541 |     0 |
| 705    |     5350 |    0 | 13541 |     0 |
| 705+   |    14931 |    0 | 13541 |     0 |
| 706    |    14931 |    0 | 13541 |     0 |
| 706+   |     4615 |    0 | 13541 |     0 |
| 707    |     4615 |    0 | 13541 |     0 |
| 707+   |    10776 |    1 | 25331 |     0 |
| 708    |    10776 |    1 | 25331 | 25331 |
| 708+   |     6319 |    1 |  3337 |     0 |
| 709    |     6319 |    1 |  3337 |  3337 |
| 709+   |     5908 |    1 | 15281 |     0 |
| 710    |     5908 |    1 | 15281 | 15281 |
| 710+   |    12505 |    0 | 15281 |     0 |
| 711    |    12505 |    0 | 15281 |     0 |
| 711+   |     6481 |    1 |  1553 |     0 |
| 712    |     6481 |    1 |  1553 |  1553 |
| 712+   |     3669 |    0 |  1553 |     0 |
| 713    |     3669 |    0 |  1553 |     0 |
| 713+   |     9471 |    0 |  1553 |     0 |
| 714    |     9471 |    0 |  1553 |     0 |
| 714+   |     6089 |    0 |  1553 |     0 |
| 715    |     6089 |    0 |  1553 |     0 |
| 715+   |    10696 |    1 | 26562 |     0 |
| 716    |    10696 |    1 | 26562 | 26562 |
| 716+   |     5484 |    1 | 20682 |     0 |
| 717    |     5484 |    1 | 20682 | 20682 |
| 717+   |    10004 |    0 | 20682 |     0 |
| 718    |    10004 |    0 | 20682 |     0 |
| 718+   |     4243 |    1 | 21646 |     0 |
| 719    |     4243 |    1 | 21646 | 21646 |
| 719+   |       16 |    1 |  6982 |     0 |
| 720    |       16 |    1 |  6982 |  6982 |
| 720+   |     8992 |    0 |  6982 |     0 |
| 721    |     8992 |    0 |  6982 |     0 |
| 721+   |      488 |    0 |  6982 |     0 |
| 722    |      488 |    0 |  6982 |     0 |
| 722+   |    16117 |    0 |  6982 |     0 |
| 723    |    16117 |    0 |  6982 |     0 |
| 723+   |    10105 |    1 |   810 |     0 |
| 724    |    10105 |    1 |   810 |   810 |
| 724+   |     6496 |    1 | 30109 |     0 |
| 725    |     6496 |    1 | 30109 | 30109 |
| 725+   |    13056 |    1 | 11507 |     0 |
| 726    |    13056 |    1 | 11507 | 11507 |
| 726+   |    14127 |    0 | 11507 |     0 |
| 727    |    14127 |    0 | 11507 |     0 |
| 727+   |     2687 |    1 | 10893 |     0 |
| 728    |     2687 |    1 | 10893 | 10893 |
| 728+   |     3419 |    0 | 10893 |     0 |
| 729    |     3419 |    0 | 10893 |     0 |
| 729+   |    13383 |    1 | 19061 |     0 |
| 730    |    13383 |    1 | 19061 | 19061 |
| 730+   |     2662 |    1 | 17873 |     0 |
| 731    |     2662 |    1 | 17873 | 17873 |
| 731+   |    10696 |    0 | 17873 | 26562 |
| 732    |    10696 |    0 | 17873 | 26562 |
| 732+   |    14578 |    1 | 13883 |     0 |
| 733    |    14578 |    1 | 13883 | 13883 |
| 733+   |     4983 |    0 | 13883 |     0 |
| 734    |     4983 |    0 | 13883 |     0 |
| 734+   |     8736 |    1 | 22025 |     0 |
| 735    |     8736 |    1 | 22025 | 22025 |
| 735+   |    14722 |    1 |  9483 |     0 |
| 736    |    14722 |    1 |  9483 |  9483 |
| 736+   |    11757 |    1 | 30236 |     0 |
| 737    |    11757 |    1 | 30236 | 30236 |
| 737+   |     9952 |    1 |   263 |     0 |
| 738    |     9952 |    1 |   263 |   263 |
| 738+   |     7728 |    0 |   263 |     0 |
| 739    |     7728 |    0 |   263 |     0 |
| 739+   |     3042 |    1 | 13929 |     0 |
| 740    |     3042 |    1 | 13929 | 13929 |
| 740+   |    10247 |    0 | 13929 |     0 |
| 741    |    10247 |    0 | 13929 |     0 |
| 741+   |    10690 |    1 | 14316 |     0 |
| 742    |    10690 |    1 | 14316 | 14316 |
| 742+   |      249 |    0 | 14316 |     0 |
| 743    |      249 |    0 | 14316 |     0 |
| 743+   |     2308 |    0 | 14316 |     0 |
| 744    |     2308 |    0 | 14316 |     0 |
| 744+   |     7460 |    0 | 14316 |     0 |
| 745    |     7460 |    0 | 14316 |     0 |
| 745+   |    16025 |    0 | 14316 |     0 |
| 746    |    16025 |    0 | 14316 |     0 |
| 746+   |    11360 |    1 | 17481 |     0 |
| 747    |    11360 |    1 | 17481 | 17481 |
| 747+   |     7239 |    1 | 17687 |     0 |
| 748    |     7239 |    1 | 17687 | 17687 |
| 748+   |     1149 |    1 | 13746 |     0 |
| 749    |     1149 |    1 | 13746 | 13746 |
| 749+   |    15362 |    1 | 30944 |     0 |
| 750    |    15362 |    1 | 30944 | 30944 |
| 750+   |     9003 |    0 | 30944 |     0 |
| 751    |     9003 |    0 | 30944 |     0 |
| 751+   |     2546 |    0 | 30944 |     0 |
| 752    |     2546 |    0 | 30944 |     0 |
| 752+   |    13011 |    1 | 32511 |     0 |
| 753    |    13011 |    1 | 32511 | 32511 |
| 753+   |    14760 |    0 | 32511 |     0 |
| 754    |    14760 |    0 | 32511 |     0 |
| 754+   |    16198 |    1 |  5834 |     0 |
| 755    |    16198 |    1 |  5834 |  5834 |
| 755+   |    15805 |    0 |  5834 |     0 |
| 756    |    15805 |    0 |  5834 |     0 |
| 756+   |    12753 |    0 |  5834 |     0 |
| 757    |    12753 |    0 |  5834 |     0 |
| 757+   |     1634 |    1 |  5360 |     0 |
| 758    |     1634 |    1 |  5360 |  5360 |
| 758+   |    13811 |    0 |  5360 |     0 |
| 759    |    13811 |    0 |  5360 |     0 |
| 759+   |    12357 |    1 | 20875 |     0 |
| 760    |    12357 |    1 | 20875 | 20875 |
| 760+   |    11725 |    0 | 20875 |     0 |
| 761    |    11725 |    0 | 20875 |     0 |
| 761+   |     4119 |    0 | 20875 |     0 |
| 762    |     4119 |    0 | 20875 |     0 |
| 762+   |     5500 |    0 | 20875 |     0 |
| 763    |     5500 |    0 | 20875 |     0 |
| 763+   |     1885 |    0 | 20875 |     0 |
| 764    |     1885 |    0 | 20875 |     0 |
| 764+   |     5678 |    1 | 15899 |     0 |
| 765    |     5678 |    1 | 15899 | 15899 |
| 765+   |     4424 |    1 |  9571 |     0 |
| 766    |     4424 |    1 |  9571 |  9571 |
| 766+   |     8065 |    0 |  9571 |     0 |
| 767    |     8065 |    0 |  9571 |     0 |
| 767+   |      145 |    1 | 25744 |     0 |
| 768    |      145 |    1 | 25744 | 25744 |
| 768+   |     2924 |    0 | 25744 |     0 |
| 769    |     2924 |    0 | 25744 |     0 |
| 769+   |     1473 |    1 | 15906 |     0 |
| 770    |     1473 |    1 | 15906 | 15906 |
| 770+   |      158 |    1 |  7463 |     0 |
| 771    |      158 |    1 |  7463 |  7463 |
| 771+   |     7829 |    0 |  7463 |     0 |
| 772    |     7829 |    0 |  7463 |     0 |
| 772+   |    15729 |    0 |  7463 |     0 |
| 773    |    15729 |    0 |  7463 |     0 |
| 773+   |    13940 |    1 | 14066 |     0 |
| 774    |    13940 |    1 | 14066 | 14066 |
| 774+   |     5076 |    1 | 14996 |     0 |
| 775    |     5076 |    1 | 14996 | 14996 |
| 775+   |    10891 |    0 | 14996 |     0 |
| 776    |    10891 |    0 | 14996 |     0 |
| 776+   |    15724 |    0 | 14996 |     0 |
| 777    |    15724 |    0 | 14996 |     0 |
| 777+   |     3636 |    1 | 31165 |     0 |
| 778    |     3636 |    1 | 31165 | 31165 |
| 778+   |    11580 |    0 | 31165 |     0 |
| 779    |    11580 |    0 | 31165 |     0 |
| 779+   |     8434 |    0 | 31165 |     0 |
| 780    |     8434 |    0 | 31165 |     0 |
| 780+   |    10728 |    1 | 18524 |     0 |
| 781    |    10728 |    1 | 18524 | 18524 |
| 781+   |      320 |    1 |  6913 |     0 |
| 782    |      320 |    1 |  6913 |  6913 |
| 782+   |    10119 |    1 | 32103 |     0 |
| 783    |    10119 |    1 | 32103 | 32103 |
| 783+   |    16108 |    1 |  3150 |     0 |
| 784    |    16108 |    1 |  3150 |  3150 |
| 784+   |    12061 |    0 |  3150 |     0 |
| 785    |    12061 |    0 |  3150 |     0 |
| 785+   |    13528 |    0 |  3150 |     0 |
| 786    |    13528 |    0 |  3150 |     0 |
| 786+   |     9723 |    1 | 14268 |     0 |
| 787    |     9723 |    1 | 14268 | 14268 |
| 787+   |     2721 |    1 | 13046 |     0 |
| 788    |     2721 |    1 | 13046 | 13046 |
| 788+   |     2202 |    0 | 13046 |     0 |
| 789    |     2202 |    0 | 13046 |     0 |
| 789+   |     6885 |    1 | 32388 |     0 |
| 790    |     6885 |    1 | 32388 | 32388 |
| 790+   |    13360 |    1 |  1759 |     0 |
| 791    |    13360 |    1 |  1759 |  1759 |
| 791+   |     3635 |    1 |  9697 |     0 |
| 792    |     3635 |    1 |  9697 |  9697 |
| 792+   |     7729 |    1 | 27656 |     0 |
| 793    |     7729 |    1 | 27656 | 27656 |
| 793+   |     6152 |    1 |  8220 |     0 |
| 794    |     6152 |    1 |  8220 |  8220 |
| 794+   |     5664 |    0 |  8220 |     0 |
| 795    |     5664 |    0 |  8220 |     0 |
| 795+   |    12593 |    0 |  8220 |     0 |
| 796    |    12593 |    0 |  8220 |     0 |
| 796+   |    15363 |    0 |  8220 |     0 |
| 797    |    15363 |    0 |  8220 |     0 |
| 797+   |    13568 |    1 |  5999 |     0 |
| 798    |    13568 |    1 |  5999 |  5999 |
| 798+   |     1570 |    0 |  5999 |     0 |
| 799    |     1570 |    0 |  5999 |     0 |
| 799+   |     1894 |    1 | 27447 |     0 |
| 800    |     1894 |    1 | 27447 | 27447 |
| 800+   |     5655 |    0 | 27447 |     0 |
| 801    |     5655 |    0 | 27447 |     0 |
| 801+   |    10444 |    0 | 27447 |     0 |
| 802    |    10444 |    0 | 27447 |     0 |
| 802+   |     8698 |    0 | 27447 |     0 |
| 803    |     8698 |    0 | 27447 |     0 |
| 803+   |    13840 |    0 | 27447 |     0 |
| 804    |    13840 |    0 | 27447 |     0 |
| 804+   |     2045 |    1 |  4880 | 26819 |
| 805    |     2045 |    1 |  4880 |  4880 |
| 805+   |       93 |    1 | 19281 |     0 |
| 806    |       93 |    1 | 19281 | 19281 |
| 806+   |    14779 |    1 | 12316 |     0 |
| 807    |    14779 |    1 | 12316 | 12316 |
| 807+   |    14694 |    1 | 21363 |     0 |
| 808    |    14694 |    1 | 21363 | 21363 |
| 808+   |     9728 |    1 | 24835 |     0 |
| 809    |     9728 |    1 | 24835 | 24835 |
| 809+   |    11255 |    0 | 24835 |     0 |
| 810    |    11255 |    0 | 24835 |     0 |
| 810+   |     6813 |    1 |   573 |     0 |
| 811    |     6813 |    1 |   573 |   573 |
| 811+   |     4398 |    0 |   573 |     0 |
| 812    |     4398 |    0 |   573 |     0 |
| 812+   |    13675 |    0 |   573 |     0 |
| 813    |    13675 |    0 |   573 |     0 |
| 813+   |      775 |    1 | 26114 |     0 |
| 814    |      775 |    1 | 26114 | 26114 |
| 814+   |     8842 |    0 | 26114 |     0 |
| 815    |     8842 |    0 | 26114 |     0 |
| 815+   |      709 |    0 | 26114 |     0 |
| 816    |      709 |    0 | 26114 |     0 |
| 816+   |     5869 |    1 |  6117 |     0 |
| 817    |     5869 |    1 |  6117 |  6117 |
| 817+   |    11689 |    0 |  6117 |     0 |
| 818    |    11689 |    0 |  6117 |     0 |
| 818+   |     9610 |    1 | 25713 |     0 |
| 819    |     9610 |    1 | 25713 | 25713 |
| 819+   |      231 |    0 | 25713 |     0 |
| 820    |      231 |    0 | 25713 |     0 |
| 820+   |     5618 |    0 | 25713 |     0 |
| 821    |     5618 |    0 | 25713 |     0 |
| 821+   |     2195 |    1 | 26115 |     0 |
| 822    |     2195 |    1 | 26115 | 26115 |
| 822+   |     7633 |    1 | 31795 |     0 |
| 823    |     7633 |    1 | 31795 | 31795 |
| 823+   |     6515 |    1 |  9959 |     0 |
| 824    |     6515 |    1 |  9959 |  9959 |
| 824+   |    13628 |    0 |  9959 |     0 |
| 825    |    13628 |    0 |  9959 |     0 |
| 825+   |    13494 |    0 |  9959 |     0 |
| 826    |    13494 |    0 |  9959 |     0 |
| 826+   |     4186 |    1 | 13313 |     0 |
| 827    |     4186 |    1 | 13313 | 13313 |
| 827+   |     3284 |    1 | 13433 |     0 |
| 828    |     3284 |    1 | 13433 | 13433 |
| 828+   |     5616 |    1 |  2107 |     0 |
| 829    |     5616 |    1 |  2107 |  2107 |
| 829+   |     7996 |    1 |  8748 |     0 |
| 830    |     7996 |    1 |  8748 |  8748 |
| 830+   |    11313 |    1 | 31514 |     0 |
| 831    |    11313 |    1 | 31514 | 31514 |
| 831+   |    16242 |    1 | 20498 |     0 |
| 832    |    16242 |    1 | 20498 | 20498 |
| 832+   |      502 |    0 | 20498 |     0 |
| 833    |      502 |    0 | 20498 |     0 |
| 833+   |     5977 |    0 | 20498 |     0 |
| 834    |     5977 |    0 | 20498 |     0 |
| 834+   |     7978 |    0 | 20498 |     0 |
| 835    |     7978 |    0 | 20498 |     0 |
| 835+   |    10307 |    0 | 20498 |     0 |
| 836    |    10307 |    0 | 20498 |     0 |
| 836+   |     1207 |    1 | 29903 |     0 |
| 837    |     1207 |    1 | 29903 | 29903 |
| 837+   |    16278 |    0 | 29903 |     0 |
| 838    |    16278 |    0 | 29903 |     0 |
| 838+   |     3847 |    1 | 17148 |     0 |
| 839    |     3847 |    1 | 17148 | 17148 |
| 839+   |    12380 |    0 | 17148 |     0 |
| 840    |    12380 |    0 | 17148 |     0 |
| 840+   |    14740 |    1 | 29599 |     0 |
| 841    |    14740 |    1 | 29599 | 29599 |
| 841+   |    13221 |    0 | 29599 |     0 |
| 842    |    13221 |    0 | 29599 |     0 |
| 842+   |     7234 |    1 |   585 |     0 |
| 843    |     7234 |    1 |   585 |   585 |
| 843+   |     8208 |    0 |   585 |     0 |
| 844    |     8208 |    0 |   585 |     0 |
| 844+   |     3074 |    0 |   585 |     0 |
| 845    |     3074 |    0 |   585 |     0 |
| 845+   |    14377 |    0 |   585 |     0 |
| 846    |    14377 |    0 |   585 |     0 |
| 846+   |     6960 |    0 |   585 |     0 |
| 847    |     6960 |    0 |   585 |     0 |
| 847+   |     3136 |    1 |  3105 |     0 |
| 848    |     3136 |    1 |  3105 |  3105 |
| 848+   |    11018 |    1 | 31249 |     0 |
| 849    |    11018 |    1 | 31249 | 31249 |
